0.333609182,95
1.011132535,50809
1.688656055,50526
2.366179743,4342
3.043703599,3781
3.721227622,12203
4.398751813,13733
5.076276172,16245
5.753800699,17097
6.431325393,17025
7.108850256,16706
7.786375286,16385
8.463900483,18788
9.141425849,63641
9.818951382,42461
10.49647708,19703
11.17400295,10399
11.85152899,7305
12.52905519,4904
13.20658156,4337
13.8841081,4340
14.56163481,3735
15.23916169,3697
15.91668873,3460
16.59421594,3267
17.27174332,3364
17.94927087,3198
18.62679858,3128
19.30432646,3044
19.98185451,3061
20.65938273,2936
21.33691111,2932
22.01443967,2907
22.69196839,2736
23.36949728,2784
24.04702633,2726
24.72455556,2675
25.40208495,2670
26.07961451,2589
26.75714424,2588
27.43467413,2571
28.11220419,2540
28.78973442,2545
29.46726482,2467
30.14479539,2494
30.82232612,2391
31.49985702,2451
32.17738809,2321
32.85491933,2258
33.53245073,2383
34.20998231,2279
34.88751405,2253
35.56504595,2253
36.24257803,2281
36.92011027,2322
37.59764269,2209
38.27517526,2248
38.95270801,2209
39.63024093,2085
40.30777401,2274
40.98530726,2181
41.66284068,2271
42.34037426,2177
43.01790802,2141
43.69544194,2159
44.37297603,2088
45.05051028,2135
45.72804471,2105
46.4055793,2071
47.08311406,2100
47.76064899,2026
48.43818408,2049
49.11571934,2015
49.79325478,2133
50.47079037,2073
51.14832614,2113
51.82586208,1974
52.50339818,2093
53.18093445,2171
53.85847088,2107
54.53600749,2136
55.21354426,2041
55.8910812,2100
56.56861831,2089
57.24615559,2110
57.92369303,2172
58.60123064,2160
59.27876842,2759
59.95630637,2449
60.63384449,2181
61.31138277,2196
61.98892122,2175
62.66645984,2311
63.34399862,2507
64.02153758,2395
64.6990767,2166
65.37661599,2280
66.05415545,2357
66.73169507,2377
67.40923486,2320
68.08677482,2387
68.76431495,2325
69.44185525,2447
70.11939571,2472
70.79693634,2474
71.47447714,2528
72.15201811,2684
72.82955924,3129
73.50710055,2718
74.18464202,3504
74.86218365,5652
75.53972546,3478
76.21726743,3102
76.89480958,5950
77.57235188,4330
78.24989436,2467
78.92743701,2480
79.60497982,2552
80.2825228,2352
80.96006595,2578
81.63760926,2477
82.31515274,2455
82.9926964,2565
83.67024021,2968
84.3477842,3466
85.02532836,3172
85.70287268,2804
86.38041717,3006
87.05796183,4181
87.73550665,3563
88.41305164,2582
89.0905968,2680
89.76814213,3507
90.44568763,2905
91.12323329,2543
91.80077913,2783
92.47832513,3498
93.15587129,3723
93.83341763,2949
94.51096413,2585
95.1885108,2508
95.86605764,2448
