0.333609182,4
1.011132535,10372
1.688656055,16753
2.366179743,2129
3.043703599,767
3.721227622,1846
4.398751813,2626
5.076276172,3528
5.753800699,4033
6.431325393,4105
7.108850256,3910
7.786375286,3937
8.463900483,5895
9.141425849,18792
9.818951382,10716
10.49647708,4516
11.17400295,2060
11.85152899,1400
12.52905519,724
13.20658156,681
13.8841081,610
14.56163481,547
15.23916169,505
15.91668873,437
16.59421594,473
17.27174332,469
17.94927087,457
18.62679858,472
19.30432646,416
19.98185451,434
20.65938273,404
21.33691111,412
22.01443967,405
22.69196839,431
23.36949728,387
24.04702633,394
24.72455556,359
25.40208495,372
26.07961451,356
26.75714424,355
27.43467413,344
28.11220419,346
28.78973442,340
29.46726482,399
30.14479539,347
30.82232612,344
31.49985702,350
32.17738809,289
32.85491933,307
33.53245073,356
34.20998231,273
34.88751405,320
35.56504595,323
36.24257803,316
36.92011027,310
37.59764269,279
38.27517526,319
38.95270801,267
39.63024093,273
40.30777401,299
40.98530726,305
41.66284068,310
42.34037426,321
43.01790802,283
43.69544194,276
44.37297603,298
45.05051028,293
45.72804471,300
46.4055793,301
47.08311406,302
47.76064899,293
48.43818408,292
49.11571934,300
49.79325478,303
50.47079037,265
51.14832614,268
51.82586208,271
52.50339818,259
53.18093445,286
53.85847088,343
54.53600749,269
55.21354426,284
55.8910812,264
56.56861831,261
57.24615559,298
57.92369303,253
58.60123064,281
59.27876842,262
59.95630637,306
60.63384449,292
61.31138277,273
61.98892122,286
62.66645984,271
63.34399862,298
64.02153758,320
64.6990767,283
65.37661599,285
66.05415545,271
66.73169507,279
67.40923486,258
68.08677482,229
68.76431495,299
69.44185525,301
70.11939571,314
70.79693634,280
71.47447714,259
72.15201811,350
72.82955924,371
73.50710055,345
74.18464202,331
74.86218365,515
75.53972546,332
76.21726743,299
76.89480958,310
77.57235188,300
78.24989436,313
78.92743701,309
79.60497982,324
80.2825228,305
80.96006595,298
81.63760926,275
82.31515274,303
82.9926964,320
83.67024021,319
84.3477842,363
85.02532836,445
85.70287268,354
86.38041717,297
87.05796183,402
87.73550665,361
88.41305164,336
89.0905968,285
89.76814213,339
90.44568763,316
91.12323329,368
91.80077913,310
92.47832513,328
93.15587129,300
93.83341763,301
94.51096413,348
95.1885108,317
95.86605764,361
96.54360465,344
97.22115182,302
97.89869916,320
98.57624667,327
99.25379435,340
99.93134219,356
100.6088902,384
101.2864384,330
101.9639867,362
102.6415353,353
103.3190839,343
103.9966328,362
104.6741818,347
105.351731,389
106.0292803,328
106.7068299,383
107.3843796,352
108.0619294,359
108.7394794,383
109.4170296,401
110.09458,348
110.7721305,390
111.4496812,415
112.1272321,394
112.8047831,342
113.4823343,371
114.1598857,417
114.8374372,349
115.5149889,407
116.1925408,394
116.8700928,413
117.547645,409
118.2251974,391
118.90275,391
119.5803027,413
120.2578556,420
120.9354086,408
121.6129618,437
122.2905152,433
122.9680687,417
123.6456225,414
124.3231763,405
125.0007304,416
125.6782846,433
126.355839,392
127.0333936,413
127.7109483,426
128.3885032,456
129.0660582,424
129.7436135,420
130.4211688,411
131.0987244,438
131.7762801,458
132.453836,432
133.1313921,435
133.8089483,433
134.4865047,455
135.1640613,443
135.841618,437
136.5191749,434
137.196732,435
137.8742893,426
138.5518467,413
139.2294042,420
139.906962,448
140.5845199,420
141.262078,444
141.9396362,440
142.6171946,437
143.2947532,422
143.972312,458
144.6498709,425
145.32743,417
146.0049892,507
146.6825486,515
147.3601082,429
148.037668,431
148.7152279,414
149.392788,463
150.0703483,440
150.7479087,458
151.4254693,433
152.10303,457
152.780591,439
153.4581521,475
154.1357133,482
154.8132748,437
155.4908364,437
156.1683981,445
156.8459601,453
157.5235222,451
158.2010844,446
158.8786469,523
159.5562095,500
160.2337723,490
160.9113352,427
161.5888983,408
162.2664616,438
162.9440251,448
163.6215887,464
164.2991524,492
164.9767164,455
165.6542805,469
166.3318448,442
167.0094093,461
167.6869739,415
168.3645387,398
169.0421036,428
169.7196687,462
170.397234,456
171.0747995,440
171.7523651,425
172.4299309,480
173.1074969,441
173.785063,421
174.4626293,420
175.1401958,434
175.8177624,458
176.4953292,423
177.1728962,428
177.8504633,411
178.5280306,467
179.2055981,421
179.8831657,416
180.5607335,446
181.2383015,438
181.9158697,421
182.593438,433
183.2710065,436
183.9485751,417
184.6261439,440
185.3037129,413
185.981282,421
186.6588514,433
187.3364209,399
188.0139905,421
188.6915603,420
189.3691303,458
190.0467005,398
190.7242708,414
191.4018413,397
192.0794119,446
192.7569828,468
193.4345538,418
194.1121249,431
194.7896963,398
195.4672678,428
196.1448394,386
196.8224113,421
197.4999833,424
198.1775554,432
198.8551278,418
199.5327003,427
200.210273,402
200.8878458,440
201.5654188,368
202.242992,390
202.9205653,401
203.5981388,419
204.2757125,380
204.9532864,380
205.6308604,394
206.3084346,404
206.9860089,398
207.6635834,408
208.3411581,388
209.018733,407
209.696308,358
210.3738832,371
211.0514585,429
211.7290341,392
212.4066098,397
213.0841856,411
213.7617616,390
214.4393378,395
215.1169142,385
215.7944907,407
216.4720674,368
217.1496443,381
217.8272213,338
218.5047985,397
219.1823759,353
219.8599534,366
220.5375312,396
221.215109,358
221.8926871,394
222.5702653,398
223.2478437,357
223.9254222,366
224.6030009,358
